(10, 10, 10)
(10, 10, 11)
(10, 10, 12)
(10, 10, 13)
(10, 10, 14)
(10, 10, 15)
(10, 10, 16)
(10, 10, 17)
(10, 10, 18)
(10, 10, 19)
(10, 10, 20)
(10, 10, 21)
(10, 10, 22)
(10, 10, 23)
(10, 10, 24)
(10, 10, 25)
(10, 11, 25)
(10, 12, 25)
(10, 13, 25)
(10, 14, 25)
(10, 15, 25)
(10, 16, 25)
(10, 17, 25)
(10, 18, 25)
(10, 19, 25)
(10, 20, 25)
(10, 21, 25)
(10, 22, 25)
(10, 23, 25)
(10, 24, 25)
(10, 25, 25)
(11, 25, 25)
(12, 25, 25)
(13, 25, 25)
(14, 25, 25)
(15, 25, 25)
(16, 25, 25)
(17, 25, 25)
(18, 25, 25)
(19, 25, 25)
(20, 25, 25)
(21, 25, 25)
(22, 25, 25)
(23, 25, 25)
(24, 25, 25)
(25, 25, 25)
