(30, 20, 40)
(30, 20, 39)
(30, 20, 38)
(30, 20, 37)
(30, 20, 36)
(30, 20, 35)
(30, 20, 34)
(30, 20, 33)
(30, 20, 32)
(30, 20, 31)
(30, 20, 30)
(30, 20, 29)
(30, 20, 28)
(30, 20, 27)
(30, 20, 26)
(30, 20, 25)
(30, 20, 24)
(30, 20, 23)
(30, 20, 22)
(30, 20, 21)
(30, 20, 20)
(30, 20, 19)
(30, 20, 18)
(30, 20, 17)
(30, 20, 16)
(30, 20, 15)
(30, 20, 14)
(30, 20, 13)
(30, 20, 12)
(30, 20, 11)
(30, 20, 10)
(30, 20, 9)
(30, 20, 8)
(30, 20, 7)
(30, 20, 6)
(30, 20, 5)
(30, 20, 4)
(30, 20, 3)
(30, 20, 2)
(30, 20, 1)
(30, 20, 0)
(30, 19, 0)
(30, 18, 0)
(30, 17, 0)
(30, 16, 0)
(30, 15, 0)
(30, 14, 0)
(30, 13, 0)
(30, 12, 0)
(30, 11, 0)
(30, 10, 0)
(30, 9, 0)
(30, 8, 0)
(30, 7, 0)
(30, 6, 0)
(30, 5, 0)
(30, 4, 0)
(30, 3, 0)
(30, 2, 0)
(30, 1, 0)
(30, 0, 0)
(29, 0, 0)
(28, 0, 0)
(27, 0, 0)
(26, 0, 0)
(25, 0, 0)
(24, 0, 0)
(23, 0, 0)
(22, 0, 0)
(21, 0, 0)
(20, 0, 0)
(19, 0, 0)
(18, 0, 0)
(17, 0, 0)
(16, 0, 0)
(15, 0, 0)
(14, 0, 0)
(13, 0, 0)
(12, 0, 0)
(11, 0, 0)
(10, 0, 0)
(9, 0, 0)
(8, 0, 0)
(7, 0, 0)
(6, 0, 0)
(5, 0, 0)
(4, 0, 0)
(3, 0, 0)
(2, 0, 0)
(1, 0, 0)
(0, 0, 0)
