(1, 1, 1)
(1, 1, 2)
(1, 1, 3)
(1, 1, 4)
(1, 1, 5)
(1, 1, 6)
(1, 1, 7)
(1, 1, 8)
(1, 1, 9)
(1, 1, 10)
(1, 1, 11)
(1, 1, 12)
(1, 1, 13)
(1, 1, 14)
(1, 1, 15)
(1, 1, 16)
(1, 1, 17)
(1, 1, 18)
(1, 1, 19)
(1, 1, 20)
(1, 1, 21)
(1, 1, 22)
(1, 1, 23)
(1, 1, 24)
(1, 1, 25)
(1, 2, 25)
(1, 3, 25)
(1, 4, 25)
(1, 5, 25)
(1, 6, 25)
(1, 7, 25)
(1, 8, 25)
(1, 9, 25)
(1, 10, 25)
(1, 11, 25)
(1, 12, 25)
(2, 12, 25)
(3, 12, 25)
(4, 12, 25)
(5, 12, 25)
(6, 12, 25)
(7, 12, 25)
(8, 12, 25)
(9, 12, 25)
(10, 12, 25)
(11, 12, 25)
(12, 12, 25)
